image_id,type,xmin,xmax,ymin,ymax
lesion_2216,lesion,26,30,15,20
lesion_2217,lesion,26,30,9,14
lesion_2217,lesion,12,17,13,17
lesion_2217,lesion,27,30,16,19
lesion_2218,lesion,26,30,9,15
lesion_2218,lesion,12,17,13,17
lesion_2219,lesion,25,30,8,15
lesion_2220,lesion,25,30,9,15
lesion_2221,lesion,26,30,10,14
lesion_2222,lesion,26,30,11,16
lesion_2223,lesion,25,30,10,16
lesion_2224,lesion,25,30,9,16
lesion_2225,lesion,25,30,9,16
lesion_2226,lesion,26,30,10,15
lesion_2227,lesion,13,18,18,23
lesion_2228,lesion,0,4,16,20
lesion_2228,lesion,13,18,17,23
lesion_2229,lesion,0,4,16,20
lesion_2229,lesion,13,18,17,23
lesion_2230,lesion,14,17,13,16
lesion_2230,lesion,-1,5,16,21
lesion_2230,lesion,13,18,18,23
lesion_2231,lesion,13,17,12,17
lesion_2231,lesion,-1,4,16,20
lesion_2231,lesion,14,17,19,22
lesion_2232,lesion,13,18,12,18
lesion_2232,lesion,-1,4,16,20
lesion_2233,lesion,12,18,11,18
lesion_2234,lesion,12,18,12,18
lesion_2235,lesion,13,18,13,17
lesion_2236,lesion,13,17,14,19
lesion_2237,lesion,12,18,13,19
lesion_2238,lesion,12,18,12,19
lesion_2239,lesion,12,17,12,19
lesion_2240,lesion,13,17,13,18
lesion_2241,lesion,11,15,7,12
lesion_2242,lesion,10,15,7,12
lesion_2243,lesion,11,15,8,12
lesion_2244,lesion,13,18,17,22
lesion_2245,lesion,0,4,15,19
lesion_2245,lesion,13,18,16,22
lesion_2246,lesion,0,4,15,19
lesion_2246,lesion,13,18,16,22
lesion_2247,lesion,14,17,12,15
lesion_2247,lesion,-1,5,15,20
lesion_2247,lesion,13,18,17,22
lesion_2248,lesion,13,17,11,16
lesion_2248,lesion,-1,4,15,19
lesion_2248,lesion,14,17,18,21
lesion_2249,lesion,13,18,11,17
lesion_2249,lesion,-1,4,15,19
lesion_2250,lesion,12,18,10,17
lesion_2251,lesion,12,18,11,17
lesion_2252,lesion,13,18,12,16
lesion_2253,lesion,13,17,13,18
lesion_2254,lesion,12,18,12,18
lesion_2255,lesion,12,18,11,18
lesion_2256,lesion,12,17,11,18
lesion_2257,lesion,13,17,12,17
lesion_2258,lesion,11,15,6,11
lesion_2259,lesion,10,15,6,11
lesion_2260,lesion,11,15,7,11
lesion_2261,lesion,11,15,7,11
lesion_2262,lesion,28,30,11,14
lesion_2262,lesion,23,27,27,30
lesion_2263,lesion,13,16,13,16
lesion_2264,lesion,12,17,12,17
lesion_2265,lesion,12,17,12,17
lesion_2266,lesion,12,17,12,17
lesion_2267,lesion,12,16,13,17
lesion_2268,lesion,15,19,17,22
lesion_2268,lesion,1,6,21,25
lesion_2268,lesion,16,19,24,27
lesion_2269,lesion,15,20,17,23
lesion_2269,lesion,1,6,21,25
lesion_2270,lesion,14,20,16,23
lesion_2271,lesion,14,20,17,23
lesion_2272,lesion,15,20,18,22
lesion_2273,lesion,15,19,19,24
lesion_2274,lesion,14,20,18,24
lesion_2275,lesion,14,20,17,24
lesion_2276,lesion,14,19,17,24
lesion_2277,lesion,15,19,18,23
lesion_2278,lesion,13,17,12,17
lesion_2279,lesion,12,17,12,17
lesion_2280,lesion,13,17,13,17
lesion_2281,lesion,13,17,13,17
lesion_2282,lesion,13,17,12,17
lesion_2283,lesion,13,18,12,18
lesion_2284,lesion,25,29,10,14
lesion_2284,lesion,13,18,12,18
lesion_2285,lesion,24,30,9,15
lesion_2285,lesion,13,17,12,17
lesion_2286,lesion,24,29,10,15
lesion_2287,lesion,25,29,10,15
lesion_2288,lesion,22,26,4,8
lesion_2289,lesion,21,27,3,9
lesion_2290,lesion,21,27,4,8
lesion_2291,lesion,22,26,4,8
lesion_2292,lesion,1,5,15,20
lesion_2293,lesion,1,6,15,21
lesion_2294,lesion,13,17,13,17
lesion_2294,lesion,1,6,15,21
lesion_2295,lesion,12,18,12,18
lesion_2295,lesion,1,5,15,20
lesion_2296,lesion,12,17,13,18
lesion_2297,lesion,13,17,13,18
lesion_2298,lesion,10,14,7,11
lesion_2298,lesion,28,30,24,27
lesion_2299,lesion,9,15,6,12
lesion_2299,lesion,27,30,23,28
lesion_2300,lesion,9,15,7,11
lesion_2300,lesion,27,30,23,28
lesion_2301,lesion,10,14,7,11
lesion_2301,lesion,28,30,24,27
lesion_2302,lesion,2,7,-1,4
lesion_2303,lesion,3,7,-1,3
lesion_2304,lesion,13,17,13,17
lesion_2305,lesion,18,21,-1,1
lesion_2305,lesion,13,18,12,17
lesion_2306,lesion,17,22,-1,2
lesion_2306,lesion,13,18,12,17
lesion_2307,lesion,17,22,-1,2
lesion_2307,lesion,13,18,13,17
lesion_2308,lesion,18,21,-1,1
lesion_2308,lesion,15,18,10,13
lesion_2308,lesion,14,17,14,16
lesion_2309,lesion,14,19,9,13
lesion_2310,lesion,15,19,9,13
lesion_2311,lesion,13,17,13,17
lesion_2312,lesion,13,18,12,18
lesion_2313,lesion,13,18,12,18
lesion_2314,lesion,13,18,12,17
lesion_2315,lesion,13,16,13,16
lesion_2316,lesion,-1,3,13,20
lesion_2317,lesion,-1,3,14,19
lesion_2318,lesion,-1,1,8,13
lesion_2319,lesion,14,17,13,16
lesion_2320,lesion,13,18,12,17
lesion_2320,lesion,9,13,28,30
lesion_2321,lesion,12,18,12,18
lesion_2321,lesion,9,13,28,30
lesion_2322,lesion,12,18,12,18
lesion_2323,lesion,13,18,12,17
lesion_2323,lesion,11,14,26,29
lesion_2324,lesion,14,17,13,16
lesion_2324,lesion,10,15,25,29
lesion_2325,lesion,11,15,25,29
lesion_2326,lesion,13,17,14,18
lesion_2327,lesion,12,17,13,19
lesion_2328,lesion,11,18,12,19
lesion_2329,lesion,11,18,12,19
lesion_2330,lesion,12,17,13,18
lesion_2331,lesion,13,17,13,17
lesion_2332,lesion,13,17,13,17
lesion_2333,lesion,12,18,12,18
lesion_2334,lesion,12,18,12,18
lesion_2335,lesion,12,17,12,18
lesion_2336,lesion,13,17,13,18
lesion_2337,lesion,13,18,12,17
lesion_2338,lesion,13,18,12,17
lesion_2339,lesion,13,18,12,17
lesion_2340,lesion,14,17,13,16
lesion_2341,lesion,16,19,1,4
lesion_2341,lesion,11,15,17,21
lesion_2342,lesion,15,20,0,5
lesion_2342,lesion,11,16,16,21
lesion_2343,lesion,14,20,0,6
lesion_2343,lesion,11,16,16,21
lesion_2344,lesion,14,20,0,6
lesion_2344,lesion,11,16,17,21
lesion_2345,lesion,15,20,0,5
lesion_2345,lesion,13,16,14,17
lesion_2345,lesion,12,15,18,20
lesion_2346,lesion,16,19,1,4
lesion_2346,lesion,12,17,13,17
lesion_2347,lesion,13,17,13,17
lesion_2348,lesion,4,8,21,26
lesion_2349,lesion,4,9,21,27
lesion_2350,lesion,16,20,19,23
lesion_2350,lesion,4,9,21,27
lesion_2351,lesion,15,21,18,24
lesion_2351,lesion,4,8,21,26
lesion_2352,lesion,15,20,19,24
lesion_2353,lesion,16,20,19,24
lesion_2354,lesion,13,17,13,17
lesion_2355,lesion,12,18,12,18
lesion_2356,lesion,12,18,13,17
lesion_2357,lesion,13,17,13,17
lesion_2358,lesion,-1,2,3,7
lesion_2359,lesion,-1,3,2,8
lesion_2360,lesion,-1,2,3,8
lesion_2361,lesion,-1,2,3,8
lesion_2362,lesion,13,18,13,17
lesion_2363,lesion,12,18,13,18
lesion_2364,lesion,12,18,13,18
lesion_2365,lesion,13,17,13,17
lesion_2366,lesion,13,17,13,17
lesion_2367,lesion,12,17,13,18
lesion_2368,lesion,8,12,6,9
lesion_2368,lesion,12,17,13,17
lesion_2369,lesion,7,13,5,10
lesion_2369,lesion,14,16,14,16
lesion_2370,lesion,7,12,5,11
lesion_2371,lesion,7,12,5,10
lesion_2372,lesion,8,11,6,10
lesion_2373,lesion,18,22,20,24
lesion_2374,lesion,17,22,20,25
lesion_2375,lesion,13,17,13,16
lesion_2375,lesion,17,22,20,24
lesion_2376,lesion,12,18,12,17
lesion_2376,lesion,19,21,21,23
lesion_2377,lesion,12,17,12,18
lesion_2378,lesion,12,17,12,17
lesion_2379,lesion,13,16,13,17
lesion_2380,lesion,14,17,12,16
lesion_2381,lesion,12,18,12,17
lesion_2382,lesion,12,18,11,18
lesion_2383,lesion,12,18,12,17
lesion_2384,lesion,13,17,13,16
lesion_2385,lesion,14,17,13,16
lesion_2386,lesion,13,18,12,17
lesion_2387,lesion,13,18,12,17
lesion_2388,lesion,13,17,12,17
lesion_2389,lesion,13,16,14,17
lesion_2390,lesion,12,17,13,18
lesion_2391,lesion,12,17,13,18
lesion_2392,lesion,12,17,12,17
lesion_2393,lesion,13,17,13,17
lesion_2394,lesion,13,18,13,17
lesion_2395,lesion,12,18,12,18
lesion_2396,lesion,12,18,12,18
lesion_2397,lesion,12,18,12,18
lesion_2398,lesion,13,17,12,17
lesion_2399,lesion,12,17,13,17
lesion_2400,lesion,12,17,12,18
lesion_2401,lesion,12,17,13,17
lesion_2402,lesion,13,17,13,17
lesion_2403,lesion,13,18,12,17
lesion_2404,lesion,12,18,12,18
lesion_2405,lesion,13,17,13,18
lesion_2406,lesion,14,17,14,17
lesion_2407,lesion,13,18,12,18
lesion_2408,lesion,13,18,12,19
lesion_2409,lesion,13,18,13,18
lesion_2410,lesion,14,17,14,17
lesion_2410,lesion,25,28,22,26
lesion_2411,lesion,24,28,21,27
lesion_2412,lesion,23,29,20,27
lesion_2413,lesion,23,29,20,27
lesion_2414,lesion,22,29,20,27
lesion_2415,lesion,23,29,21,27
lesion_2416,lesion,23,28,21,27
lesion_2417,lesion,23,27,21,26
lesion_2418,lesion,13,16,13,17
lesion_2419,lesion,17,21,6,9
lesion_2419,lesion,12,17,13,17
lesion_2420,lesion,17,22,5,10
lesion_2420,lesion,12,17,12,18
lesion_2421,lesion,16,23,5,10
lesion_2421,lesion,12,17,13,17
lesion_2422,lesion,16,22,5,10
lesion_2423,lesion,17,22,6,9
lesion_2424,lesion,12,17,4,9
lesion_2425,lesion,12,18,2,9
lesion_2426,lesion,12,17,13,17
lesion_2427,lesion,12,17,12,17
lesion_2428,lesion,12,17,12,17
lesion_2429,lesion,13,17,13,17
lesion_2430,lesion,9,12,21,25
lesion_2431,lesion,13,17,14,17
lesion_2431,lesion,8,13,21,25
lesion_2432,lesion,13,18,13,18
lesion_2432,lesion,8,13,20,26
lesion_2433,lesion,12,19,13,18
lesion_2433,lesion,8,13,21,25
lesion_2434,lesion,12,18,13,18
lesion_2435,lesion,13,18,14,17
lesion_2436,lesion,8,13,12,17
lesion_2437,lesion,8,14,10,17
lesion_2438,lesion,7,15,10,17
lesion_2439,lesion,13,17,12,17
lesion_2440,lesion,13,18,12,18
lesion_2441,lesion,13,18,12,18
lesion_2442,lesion,13,18,13,18
lesion_2443,lesion,14,17,13,16
lesion_2444,lesion,13,18,13,17
lesion_2445,lesion,13,18,12,17
lesion_2446,lesion,13,17,13,17
lesion_2447,lesion,26,30,16,19
lesion_2448,lesion,25,30,15,19
lesion_2449,lesion,25,30,15,20
lesion_2450,lesion,25,30,15,19
lesion_2451,lesion,26,30,15,19
lesion_2452,lesion,13,17,14,17
lesion_2453,lesion,12,18,13,18
lesion_2454,lesion,12,18,12,19
lesion_2455,lesion,12,17,13,18
lesion_2456,lesion,12,17,13,18
lesion_2457,lesion,3,6,5,8
lesion_2458,lesion,2,7,3,9
lesion_2459,lesion,2,7,3,10
lesion_2460,lesion,2,7,4,9
lesion_2461,lesion,3,6,5,8
lesion_2461,lesion,14,17,13,17
lesion_2462,lesion,13,17,12,18
lesion_2463,lesion,12,18,11,18
lesion_2464,lesion,12,18,11,18
lesion_2465,lesion,11,18,11,18
lesion_2466,lesion,12,18,12,18
lesion_2467,lesion,12,17,12,18
lesion_2468,lesion,12,16,12,17
lesion_2469,lesion,1,4,11,14
lesion_2470,lesion,0,5,11,15
lesion_2471,lesion,0,5,10,15
lesion_2472,lesion,0,4,11,15
lesion_2473,lesion,13,17,14,17
lesion_2474,lesion,12,17,13,17
lesion_2475,lesion,12,18,13,18
lesion_2476,lesion,12,17,13,17
lesion_2477,lesion,13,17,13,17
lesion_2478,lesion,17,22,14,19
lesion_2478,lesion,12,17,21,27
lesion_2479,lesion,16,23,14,19
lesion_2479,lesion,12,17,22,26
lesion_2480,lesion,16,22,14,19
lesion_2481,lesion,17,22,15,18
lesion_2482,lesion,12,17,13,18
lesion_2483,lesion,12,18,11,18
lesion_2484,lesion,11,19,11,18
lesion_2485,lesion,12,18,11,18
lesion_2486,lesion,12,17,12,17
lesion_2487,lesion,13,16,13,16
lesion_2488,lesion,13,18,12,17
lesion_2489,lesion,13,18,12,17
lesion_2490,lesion,13,18,12,17
lesion_2491,lesion,14,17,13,16
lesion_2492,lesion,13,17,13,17
lesion_2493,lesion,13,17,13,17
lesion_2494,lesion,13,18,13,17
lesion_2495,lesion,13,17,13,17
lesion_2496,lesion,13,17,13,17
lesion_2497,lesion,12,16,11,16
lesion_2497,lesion,13,16,16,20
lesion_2498,lesion,11,16,11,20
lesion_2499,lesion,11,17,11,20
lesion_2500,lesion,11,18,11,20
lesion_2501,lesion,11,19,11,20
lesion_2502,lesion,12,20,11,19
lesion_2503,lesion,12,19,11,20
lesion_2504,lesion,12,17,11,20
lesion_2505,lesion,12,17,12,19
lesion_2506,lesion,13,16,14,18
lesion_2507,lesion,12,18,12,17
lesion_2508,lesion,12,18,12,17
lesion_2509,lesion,12,17,12,17
lesion_2509,lesion,2,5,15,18
lesion_2510,lesion,13,17,12,17
lesion_2510,lesion,6,9,13,15
lesion_2510,lesion,1,6,15,19
lesion_2511,lesion,5,9,12,16
lesion_2511,lesion,13,15,13,16
lesion_2511,lesion,2,7,14,19
lesion_2512,lesion,2,9,12,20
lesion_2513,lesion,2,11,13,22
lesion_2514,lesion,2,12,13,23
lesion_2515,lesion,1,12,11,23
lesion_2516,lesion,0,12,11,22
lesion_2517,lesion,0,11,11,21
lesion_2518,lesion,0,10,12,21
lesion_2519,lesion,0,10,11,21
lesion_2520,lesion,-1,10,10,21
lesion_2521,lesion,-1,4,10,15
lesion_2521,lesion,2,10,14,20
lesion_2522,lesion,-1,4,9,15
lesion_2522,lesion,3,9,15,18
lesion_2523,lesion,22,28,11,16
lesion_2524,lesion,22,28,11,16
lesion_2525,lesion,22,27,11,16
lesion_2525,lesion,12,15,14,17
lesion_2526,lesion,23,27,11,16
lesion_2526,lesion,16,19,12,14
lesion_2526,lesion,11,16,14,18
lesion_2527,lesion,15,19,11,15
lesion_2527,lesion,23,25,12,15
lesion_2527,lesion,12,17,13,18
lesion_2528,lesion,12,19,11,19
lesion_2529,lesion,12,21,12,21
lesion_2530,lesion,12,22,12,22
lesion_2531,lesion,11,22,10,22
lesion_2532,lesion,10,22,10,21
lesion_2533,lesion,10,21,10,20
lesion_2534,lesion,10,20,11,20
lesion_2535,lesion,10,20,10,20
lesion_2536,lesion,9,20,9,20
lesion_2537,lesion,8,14,9,14
lesion_2537,lesion,12,20,13,19
lesion_2538,lesion,9,14,8,14
lesion_2538,lesion,13,19,14,17
lesion_2539,lesion,9,14,8,13
lesion_2540,lesion,9,15,8,13
lesion_2541,lesion,10,15,8,14
lesion_2542,lesion,10,14,10,14
lesion_2543,lesion,13,17,15,18
lesion_2544,lesion,13,17,14,18
lesion_2545,lesion,13,17,11,18
lesion_2546,lesion,13,17,10,17
lesion_2547,lesion,13,18,10,18
lesion_2548,lesion,13,19,11,18
lesion_2549,lesion,15,19,14,18
lesion_2550,lesion,14,17,14,18
lesion_2551,lesion,13,18,13,18
lesion_2552,lesion,11,19,12,19
lesion_2553,lesion,10,19,12,18
lesion_2554,lesion,10,18,12,18
lesion_2555,lesion,11,18,13,17
lesion_2556,lesion,14,18,14,17
lesion_2557,lesion,17,21,6,10
lesion_2557,lesion,14,17,9,12
lesion_2558,lesion,16,21,5,11
lesion_2558,lesion,13,17,9,15
lesion_2558,lesion,13,17,16,21
lesion_2559,lesion,12,21,6,21
lesion_2560,lesion,11,20,6,22
lesion_2561,lesion,10,20,7,23
lesion_2562,lesion,9,20,8,23
lesion_2563,lesion,9,19,8,22
lesion_2564,lesion,9,19,9,22
lesion_2565,lesion,11,18,12,22
lesion_2566,lesion,10,18,12,22
lesion_2567,lesion,10,19,12,22
lesion_2568,lesion,10,19,11,21
lesion_2569,lesion,10,19,11,20
lesion_2570,lesion,11,18,11,20
lesion_2571,lesion,11,18,12,20
lesion_2572,lesion,12,16,14,17
lesion_2573,lesion,12,16,13,17
lesion_2574,lesion,11,17,12,18
lesion_2575,lesion,10,20,11,19
lesion_2576,lesion,10,20,11,19
lesion_2577,lesion,10,20,12,19
lesion_2578,lesion,10,20,12,19
lesion_2579,lesion,11,19,12,18
lesion_2580,lesion,11,18,13,18
lesion_2581,lesion,12,16,13,16
lesion_2582,lesion,11,16,14,18
lesion_2583,lesion,10,18,13,19
lesion_2584,lesion,10,18,12,19
lesion_2585,lesion,10,19,12,20
lesion_2586,lesion,10,20,11,19
lesion_2587,lesion,10,20,11,19
lesion_2588,lesion,10,21,11,19
lesion_2589,lesion,11,21,11,19
lesion_2590,lesion,11,21,10,19
lesion_2591,lesion,12,20,11,20
lesion_2592,lesion,12,20,12,19
lesion_2593,lesion,13,20,13,19
lesion_2594,lesion,15,20,14,18
lesion_2595,lesion,16,19,14,17
lesion_2596,lesion,25,30,9,13
lesion_2597,lesion,24,30,8,14
lesion_2598,lesion,25,30,8,14
lesion_2599,lesion,10,15,14,18
lesion_2600,lesion,9,17,13,19
lesion_2601,lesion,9,17,12,19
lesion_2602,lesion,9,18,12,20
lesion_2603,lesion,9,19,11,19
lesion_2604,lesion,9,19,11,19
lesion_2605,lesion,9,20,11,19
lesion_2606,lesion,10,20,11,19
lesion_2607,lesion,10,20,10,19
lesion_2608,lesion,11,19,11,20
lesion_2609,lesion,11,19,12,19
lesion_2610,lesion,12,19,13,19
lesion_2611,lesion,14,19,14,18
lesion_2612,lesion,15,18,14,17
lesion_2613,lesion,24,29,9,13
lesion_2614,lesion,23,29,8,14
lesion_2615,lesion,24,30,8,14
lesion_2616,lesion,24,29,8,15
lesion_2617,lesion,25,28,10,14
lesion_2618,lesion,13,17,13,17
lesion_2619,lesion,12,18,12,19
lesion_2620,lesion,12,18,11,20
lesion_2621,lesion,12,19,11,20
lesion_2622,lesion,13,19,11,18
lesion_2623,lesion,12,19,11,18
lesion_2624,lesion,12,19,11,18
lesion_2625,lesion,12,18,12,19
lesion_2626,lesion,11,18,12,19
lesion_2627,lesion,11,18,14,19
lesion_2628,lesion,11,18,14,19
lesion_2629,lesion,12,18,14,18
lesion_2630,lesion,13,18,14,18
lesion_2631,lesion,14,17,14,18
lesion_2632,lesion,11,14,26,30
lesion_2633,lesion,6,15,25,30
lesion_2634,lesion,5,14,26,30
lesion_2635,lesion,3,13,26,30
lesion_2636,lesion,1,14,25,30
lesion_2637,lesion,1,14,25,30
lesion_2638,lesion,-1,6,16,24
lesion_2639,lesion,-1,7,15,23
lesion_2640,lesion,-1,7,15,23
lesion_2641,lesion,-1,8,15,23
lesion_2642,lesion,-1,8,15,23
lesion_2643,lesion,-1,8,14,23
lesion_2644,lesion,-1,7,15,24
lesion_2645,lesion,-1,7,16,23
lesion_2646,lesion,0,7,17,23
lesion_2647,lesion,2,7,18,22
lesion_2648,lesion,3,6,18,21
lesion_2649,lesion,12,17,13,17
lesion_2650,lesion,11,17,12,18
lesion_2651,lesion,12,18,12,18
lesion_2652,lesion,12,17,12,19
lesion_2653,lesion,13,16,14,18
lesion_2654,lesion,13,17,10,18
lesion_2655,lesion,12,18,10,20
lesion_2656,lesion,12,19,11,20
lesion_2657,lesion,12,19,11,20
lesion_2658,lesion,13,19,12,18
lesion_2659,lesion,14,18,13,17
lesion_2660,lesion,11,19,12,18
lesion_2661,lesion,11,19,12,18
lesion_2662,lesion,11,19,12,18
lesion_2663,lesion,11,20,12,17
lesion_2664,lesion,12,21,12,17
lesion_2665,lesion,13,20,12,16
lesion_2666,lesion,18,25,-1,4
lesion_2667,lesion,18,25,-1,4
lesion_2668,lesion,18,24,-1,5
lesion_2669,lesion,17,24,-1,5
lesion_2670,lesion,17,24,0,5
lesion_2671,lesion,17,24,0,5
lesion_2672,lesion,18,24,0,4
lesion_2673,lesion,19,24,0,4
lesion_2674,lesion,20,23,0,4
lesion_2675,lesion,17,20,12,17
lesion_2675,lesion,12,15,15,18
lesion_2676,lesion,11,21,11,21
lesion_2677,lesion,11,20,12,22
lesion_2678,lesion,9,19,12,21
lesion_2679,lesion,7,20,11,21
lesion_2680,lesion,7,20,11,21
lesion_2681,lesion,8,20,9,19
lesion_2682,lesion,9,21,9,17
lesion_2683,lesion,12,21,9,18
lesion_2684,lesion,12,17,10,17
lesion_2684,lesion,18,21,14,17
lesion_2684,lesion,6,9,19,23
lesion_2685,lesion,13,17,12,16
lesion_2685,lesion,4,10,17,23
lesion_2686,lesion,3,11,16,24
lesion_2687,lesion,-1,10,15,25
lesion_2688,lesion,-1,9,15,26
lesion_2689,lesion,-1,9,15,26
lesion_2690,lesion,-1,9,16,26
lesion_2691,lesion,-1,9,17,26
lesion_2692,lesion,3,9,18,26
lesion_2693,lesion,15,18,14,19
lesion_2694,lesion,14,19,11,20
lesion_2695,lesion,13,19,11,21
lesion_2696,lesion,12,19,11,20
lesion_2697,lesion,12,19,10,19
lesion_2698,lesion,11,19,11,19
lesion_2699,lesion,11,18,11,19
lesion_2700,lesion,11,17,11,18
lesion_2701,lesion,27,30,6,11
lesion_2701,lesion,22,25,9,12
lesion_2702,lesion,21,30,5,15
lesion_2703,lesion,21,30,6,16
lesion_2704,lesion,19,29,6,15
lesion_2705,lesion,17,30,5,15
lesion_2706,lesion,17,30,5,15
lesion_2707,lesion,18,30,3,13
lesion_2708,lesion,19,30,3,11
lesion_2709,lesion,22,30,3,12
lesion_2710,lesion,22,27,4,11
lesion_2710,lesion,28,30,8,11
lesion_2710,lesion,16,19,13,17
lesion_2711,lesion,23,27,6,10
lesion_2711,lesion,14,20,11,17
lesion_2712,lesion,13,21,10,18
lesion_2713,lesion,8,20,9,19
lesion_2714,lesion,8,19,9,20
lesion_2715,lesion,8,19,9,20
lesion_2716,lesion,9,19,10,20
lesion_2717,lesion,9,19,11,20
lesion_2718,lesion,13,19,12,20
lesion_2719,lesion,21,25,14,18
lesion_2720,lesion,21,25,14,19
lesion_2721,lesion,21,26,13,19
lesion_2722,lesion,20,26,13,19
lesion_2723,lesion,20,25,13,19
lesion_2724,lesion,21,25,14,18
lesion_2725,lesion,14,19,3,10
lesion_2725,lesion,20,23,7,10
lesion_2725,lesion,8,11,12,16
lesion_2726,lesion,15,19,5,9
lesion_2726,lesion,6,12,10,16
lesion_2727,lesion,5,13,9,17
lesion_2728,lesion,0,12,8,18
lesion_2729,lesion,0,11,8,19
lesion_2730,lesion,0,11,8,19
lesion_2731,lesion,1,11,9,19
lesion_2732,lesion,1,11,10,19
lesion_2733,lesion,5,11,11,19
lesion_2734,lesion,13,17,13,17
lesion_2735,lesion,13,17,13,18
lesion_2736,lesion,13,18,12,18
lesion_2737,lesion,12,18,12,18
lesion_2738,lesion,12,17,12,18
lesion_2739,lesion,13,17,13,17
lesion_2740,lesion,11,19,12,18
lesion_2741,lesion,11,19,12,18
lesion_2742,lesion,12,18,12,18
lesion_2743,lesion,13,18,13,18
lesion_2744,lesion,13,18,13,17
lesion_2745,lesion,14,18,13,17
lesion_2746,lesion,15,17,13,15
lesion_2746,lesion,15,18,15,18
lesion_2747,lesion,12,19,12,19
lesion_2748,lesion,11,18,11,19
lesion_2749,lesion,11,18,11,18
lesion_2750,lesion,13,17,11,17
lesion_2751,lesion,13,17,11,15
lesion_2752,lesion,14,18,11,15
lesion_2753,lesion,13,17,13,17
lesion_2754,lesion,12,18,13,18
lesion_2755,lesion,13,18,13,18
lesion_2756,lesion,13,18,13,18
lesion_2757,lesion,13,18,12,18
lesion_2758,lesion,13,18,12,17
lesion_2759,lesion,13,17,12,16
lesion_2760,lesion,14,17,13,17
lesion_2761,lesion,13,18,12,17
lesion_2762,lesion,13,18,13,17
lesion_2763,lesion,14,17,13,17
lesion_2764,lesion,13,17,13,17
lesion_2765,lesion,13,18,12,17
lesion_2766,lesion,13,18,13,17
lesion_2767,lesion,14,17,13,16
lesion_2768,lesion,20,24,8,12
lesion_2769,lesion,20,25,8,13
lesion_2770,lesion,20,24,8,12
lesion_2771,lesion,20,24,9,12
lesion_2772,lesion,6,10,18,22
lesion_2773,lesion,6,11,17,22
lesion_2774,lesion,6,11,18,22
lesion_2775,lesion,7,10,18,21
lesion_2776,lesion,13,17,13,17
lesion_2777,lesion,13,18,13,18
lesion_2778,lesion,13,17,13,17
lesion_2779,lesion,13,17,14,17
lesion_2780,lesion,13,18,14,16
lesion_2781,lesion,5,9,5,9
lesion_2781,lesion,12,19,13,18
lesion_2782,lesion,5,10,5,9
lesion_2782,lesion,11,19,12,19
lesion_2783,lesion,6,11,4,10
lesion_2783,lesion,11,18,12,19
lesion_2784,lesion,6,12,2,11
lesion_2784,lesion,11,18,12,18
lesion_2785,lesion,6,13,1,12
lesion_2785,lesion,12,17,13,17
lesion_2786,lesion,6,13,2,12
lesion_2786,lesion,13,16,14,16
lesion_2787,lesion,2,4,3,7
lesion_2787,lesion,6,12,3,11
lesion_2788,lesion,-1,7,2,8
lesion_2788,lesion,7,11,4,9
lesion_2789,lesion,-1,8,1,9
lesion_2790,lesion,-1,9,0,9
lesion_2791,lesion,-1,8,0,8
lesion_2792,lesion,-1,6,1,7
lesion_2793,lesion,19,24,22,24
lesion_2794,lesion,11,15,13,17
lesion_2794,lesion,18,25,21,26
lesion_2795,lesion,11,16,13,17
lesion_2795,lesion,17,25,20,27
lesion_2796,lesion,12,17,12,18
lesion_2796,lesion,17,24,20,27
lesion_2797,lesion,12,18,10,19
lesion_2797,lesion,17,24,20,26
lesion_2798,lesion,12,19,9,20
lesion_2798,lesion,18,23,21,25
lesion_2799,lesion,12,19,10,20
lesion_2799,lesion,19,22,22,24
lesion_2800,lesion,8,10,11,15
lesion_2800,lesion,12,18,11,19
lesion_2801,lesion,5,13,10,16
lesion_2801,lesion,13,17,12,17
lesion_2802,lesion,4,14,9,17
lesion_2803,lesion,4,15,8,17
lesion_2804,lesion,5,14,8,16
lesion_2805,lesion,5,12,9,15
lesion_2806,lesion,25,30,24,26
lesion_2807,lesion,17,21,15,19
lesion_2807,lesion,24,30,23,28
lesion_2808,lesion,17,22,15,19
lesion_2808,lesion,23,30,22,29
lesion_2809,lesion,18,23,14,20
lesion_2809,lesion,23,30,22,29
lesion_2810,lesion,18,24,12,21
lesion_2810,lesion,23,30,22,28
lesion_2811,lesion,18,25,11,22
lesion_2811,lesion,24,29,23,27
lesion_2812,lesion,18,25,12,22
lesion_2812,lesion,25,28,24,26
lesion_2813,lesion,14,16,13,17
lesion_2813,lesion,18,24,13,21
lesion_2814,lesion,11,19,12,18
lesion_2814,lesion,19,23,14,19
lesion_2815,lesion,10,20,11,19
lesion_2816,lesion,10,21,10,19
lesion_2817,lesion,11,20,10,18
lesion_2818,lesion,11,18,11,17
lesion_2819,lesion,13,18,12,17
lesion_2820,lesion,12,18,11,19
lesion_2821,lesion,12,19,11,19
lesion_2822,lesion,12,19,11,19
lesion_2823,lesion,12,18,12,19
lesion_2824,lesion,12,17,13,19
lesion_2825,lesion,13,17,15,19
lesion_2826,lesion,25,30,14,19
lesion_2827,lesion,25,30,14,19
lesion_2828,lesion,25,30,14,19
lesion_2829,lesion,13,18,13,18
lesion_2830,lesion,13,18,13,18
lesion_2831,lesion,13,18,13,18
lesion_2832,lesion,13,18,13,18
lesion_2833,lesion,14,17,14,17
